annotation_id,participant_id,video_id,start_timestamp,stop_timestamp,start_sample,stop_sample,description
P01_109_NC_444,P01,P01_109,01:01:16.352,01:01:18.052,88232448,88273248,scrub / scrape / scour / wipe
P01_109_NC_445,P01,P01_109,01:01:39.298,01:01:40.812,88783152,88819488,clang / clatter
P01_109_NC_446,P01,P01_109,01:01:42.215,01:01:43.354,88853160,88880496,put object on surface
P01_109_NC_447,P01,P01_109,00:06:34.248,00:06:35.267,9461952,9486408,put object on surface
P01_109_NC_448,P01,P01_109,00:08:37.901,00:08:38.442,12429623,12442608,clang / clatter
P01_109_NC_449,P01,P01_109,00:09:07.921,00:09:09.292,13150104,13183008,put object on surface
P01_109_NC_450,P01,P01_109,00:10:05.096,00:10:05.622,14522304,14534927,clang / clatter
P01_109_NC_451,P01,P01_109,00:11:38.910,00:17:48.540,16773840,25644960,cooking background sound
P01_11_NC_0,P01,P01_11,00:00:15.255,00:00:15.755,366120,378120,clang / clatter
P01_11_NC_1,P01,P01_11,00:00:21.163,00:00:21.783,507912,522792,sniffl
P01_11_NC_2,P01,P01_11,00:00:33.533,00:00:33.993,804792,815832,sniffl
P01_11_NC_3,P01,P01_11,00:00:53.919,00:00:54.879,1294056,1317096,
P01_11_NC_4,P01,P01_11,00:00:55.002,00:00:56.622,1320048,1358928,foot steps
P01_11_NC_5,P01,P01_11,00:01:07.595,00:01:09.502,1622280,1668048,clang / clatter
P01_11_NC_6,P01,P01_11,00:01:10.387,00:01:11.027,1689288,1704648,clang / clatter
P01_11_NC_7,P01,P01_11,00:01:23.656,00:01:24.656,2007744,2031744,bottel cap open
P01_11_NC_8,P01,P01_11,00:01:28.895,00:01:29.895,2133480,2157480,picking spoon
P01_11_NC_9,P01,P01_11,00:01:35.091,00:01:36.151,2282184,2307624,foot steps
P01_11_NC_10,P01,P01_11,00:01:39.091,00:01:43.020,2378184,2472480,clang / clatter
P01_11_NC_11,P01,P01_11,00:01:52.103,00:01:52.646,2690472,2703504,sniffl
P01_11_NC_12,P01,P01_11,00:01:55.734,00:01:57.913,2777616,2829912,bottel cap open
P01_11_NC_13,P01,P01_11,00:01:58.020,00:02:01.895,2832480,2925480,foot steps
P01_11_NC_14,P01,P01_11,00:02:03.680,00:02:08.995,2968320,3095880,scrub / scrape / scour / wipe
P01_11_NC_15,P01,P01_11,00:02:09.515,00:02:11.203,3108359,3148872,clang / clatter
P01_11_NC_16,P01,P01_11,00:03:28.286,00:03:31.696,4998864,5080704,put object on surface
P01_11_NC_17,P01,P01_11,00:03:49.908,00:03:50.578,5517792,5533872,put object on surface
P01_11_NC_18,P01,P01_11,00:03:55.645,00:03:56.045,5655480,5665080,clang / clatter
P01_11_NC_19,P01,P01_11,00:04:02.935,00:04:03.935,5830440,5854440,clang / clatter
P01_11_NC_20,P01,P01_11,00:04:40.685,00:04:42.681,6736440,6784344,clang / clatter
P01_11_NC_21,P01,P01_11,00:04:54.637,00:04:55.137,7071288,7083288,bottle cap open
P01_11_NC_22,P01,P01_11,00:05:01.911,00:05:05.224,7245864,7325376,clang / clatter
P01_11_NC_23,P01,P01_11,00:05:07.474,00:05:08.974,7379376,7415376,clang / clatter
P01_11_NC_24,P01,P01_11,00:05:19.536,00:05:20.536,7668864,7692864,clang / clatter
P01_11_NC_25,P01,P01_11,00:05:30.730,00:05:31.130,7937520,7947120,put object on surface
P01_11_NC_26,P01,P01_11,00:05:36.121,00:05:36.451,8066904,8074824,clang / clatter
P01_11_NC_27,P01,P01_11,00:05:36.999,00:05:37.339,8087976,8096136,clang / clatter
P01_11_NC_28,P01,P01_11,00:05:48.787,00:05:49.107,8370887,8378568,put object on surface
P01_11_NC_29,P01,P01_11,00:05:58.874,00:05:59.299,8612976,8623176,put object on surface
P01_11_NC_30,P01,P01_11,00:06:04.083,00:06:04.423,8737992,8746152,clang / clatter
P01_11_NC_31,P01,P01_11,00:06:19.853,00:06:20.253,9116472,9126072,clang / clatter
P01_11_NC_32,P01,P01_11,00:06:21.489,00:06:22.537,9155736,9180888,clang / clatter
P01_11_NC_33,P01,P01_11,00:06:26.876,00:06:27.256,9285024,9294144,clang / clatter
P01_11_NC_34,P01,P01_11,00:06:28.124,00:06:28.604,9314976,9326496,clang / clatter
P01_11_NC_35,P01,P01_11,00:06:34.604,00:06:35.324,9470496,9487776,clang / clatter
P01_11_NC_36,P01,P01_11,00:06:35.720,00:06:36.240,9497280,9509760,clang / clatter
P01_11_NC_37,P01,P01_11,00:06:43.632,00:06:44.132,9687168,9699168,clang / clatter
P01_11_NC_38,P01,P01_11,00:06:44.746,00:06:45.558,9713904,9733392,clang / clatter
P01_11_NC_39,P01,P01_11,00:06:58.391,00:06:59.475,10041384,10067400,clang / clatter
P01_11_NC_40,P01,P01_11,00:07:13.496,00:07:14.276,10403904,10422624,clang / clatter
P01_11_NC_41,P01,P01_11,00:07:14.848,00:07:15.848,10436352,10460352,clang / clatter
P01_11_NC_42,P01,P01_11,00:07:19.246,00:07:19.706,10541904,10552944,put object on surface
P01_11_NC_43,P01,P01_11,00:07:44.804,00:07:46.423,11155296,11194152,evenclang / clattert
P01_11_NC_44,P01,P01_11,00:08:05.612,00:08:08.076,11654688,11713824,evenclang / clattert
P01_11_NC_45,P01,P01_11,00:08:09.306,00:08:09.817,11743344,11755608,evenclang / clattert
P01_11_NC_46,P01,P01_11,00:08:12.589,00:08:13.078,11822136,11833872,evenclang / clattert
P01_11_NC_47,P01,P01_11,00:08:19.794,00:08:20.237,11995056,12005688,evenclang / clattert
P01_11_NC_48,P01,P01_11,00:08:20.652,00:08:21.249,12015648,12029976,evenclang / clattert
P01_11_NC_49,P01,P01_11,00:08:28.998,00:08:29.226,12215952,12221424,evenclang / clattert
P01_11_NC_50,P01,P01_11,00:08:29.658,00:08:30.101,12231792,12242424,evenclang / clattert
P01_11_NC_51,P01,P01_11,00:08:46.873,00:08:49.044,12644952,12697056,evenclang / clattert
P01_11_NC_52,P01,P01_11,00:08:50.874,00:08:51.487,12740976,12755688,evenclang / clattert
P01_11_NC_53,P01,P01_11,00:08:52.930,00:08:53.464,12790319,12803136,evenclang / clattert
P01_11_NC_54,P01,P01_11,00:08:55.067,00:08:55.487,12841608,12851688,evenclang / clattert
P01_11_NC_55,P01,P01_11,00:08:59.044,00:08:59.612,12937056,12950688,evenclang / clattert
P01_11_NC_56,P01,P01_11,00:09:05.317,00:09:05.840,13087608,13100160,evenclang / clattert
P01_11_NC_57,P01,P01_11,00:09:07.137,00:09:08.271,13131287,13158503,evenclang / clattert
P01_11_NC_58,P01,P01_11,00:09:11.589,00:09:12.283,13238136,13254792,evenclang / clattert
P01_11_NC_59,P01,P01_11,00:09:12.890,00:09:13.419,13269360,13282056,evenclang / clattert
P01_11_NC_60,P01,P01_11,00:09:14.859,00:09:15.396,13316616,13329503,evenclang / clattert
P01_11_NC_61,P01,P01_11,00:09:16.960,00:09:17.835,13367040,13388040,evenclang / clattert
P01_11_NC_62,P01,P01_11,00:09:20.001,00:09:21.626,13440024,13479024,evenclang / clattert
P01_11_NC_63,P01,P01_11,00:06:37.363,00:06:40.996,9536712,9623904,clang / clatter
P01_11_NC_64,P01,P01_11,00:06:45.912,00:06:56.308,9741888,9991392,clang / clatter
P01_11_NC_65,P01,P01_11,00:07:24.466,00:07:25.340,10667184,10688160,put object on surface
P01_11_NC_66,P01,P01_11,00:01:11.331,00:01:22.270,1711944,1974480,foot steps
P01_12_NC_0,P01,P01_12,00:00:50.885,00:00:51.765,1221240,1242360,put object on surface
P01_12_NC_1,P01,P01_12,00:01:00.690,00:01:02.170,1456560,1492080,clang / clatter
P01_12_NC_2,P01,P01_12,00:01:03.609,00:01:05.629,1526616,1575096,placing something in the box
P01_12_NC_3,P01,P01_12,00:01:05.984,00:01:06.944,1583615,1606656,inhale/exhale
P01_12_NC_4,P01,P01_12,00:01:09.484,00:01:10.484,1667615,1691615,put object on surface
P01_12_NC_5,P01,P01_12,00:01:27.181,00:01:27.861,2092344,2108664,put object on surface
P01_12_NC_6,P01,P01_12,00:01:29.467,00:01:30.207,2147208,2164968,clang / clatter
P01_12_NC_7,P01,P01_12,00:01:49.603,00:01:50.303,2630472,2647272,open / close drawer
P01_12_NC_8,P01,P01_12,00:01:56.428,00:01:56.908,2794272,2805792,put object on surface
P01_12_NC_9,P01,P01_12,00:01:59.226,00:01:59.906,2861424,2877744,inhale/exhale
P01_12_NC_10,P01,P01_12,00:02:04.203,00:02:04.883,2980872,2997192,inhale/exhale
P01_12_NC_11,P01,P01_12,00:02:10.960,00:02:11.700,3143040,3160799,open / close drawer
P01_12_NC_12,P01,P01_12,00:02:14.593,00:02:17.984,3230231,3311616,pour liquid
P01_12_NC_13,P01,P01_12,00:02:37.056,00:02:51.645,3769344,4119480,paper rustle
P01_13_NC_0,P01,P01_13,00:00:20.175,00:00:20.895,484200,501480,put object on surface
P01_13_NC_1,P01,P01_13,00:00:22.923,00:00:23.483,550152,563592,put object on surface
P01_13_NC_2,P01,P01_13,00:00:23.944,00:00:28.214,574656,677136,drag / move / pull object
P01_13_NC_3,P01,P01_13,00:00:29.791,00:00:31.656,714984,759744,open / close drawer
P01_13_NC_4,P01,P01_13,00:00:33.056,00:00:36.521,793343,876504,open / close drawer
P01_13_NC_5,P01,P01_13,00:01:24.502,00:01:26.336,2028048,2072064,clang / clatter
P01_13_NC_6,P01,P01_13,00:01:27.487,00:01:28.487,2099688,2123688,clang / clatter
P01_13_NC_7,P01,P01_13,00:01:30.225,00:01:32.023,2165400,2208552,put object on surface
P01_13_NC_8,P01,P01_13,00:01:32.898,00:01:33.898,2229552,2253552,put object on surface
P01_14_NC_0,P01,P01_14,00:00:00.283,00:00:00.570,6791,13679,clang / clatter
P01_14_NC_1,P01,P01_14,00:00:02.445,00:00:03.612,58679,86688,clang / clatter
P01_14_NC_2,P01,P01_14,00:00:09.299,00:00:09.533,223176,228792,clang / clatter
P01_14_NC_3,P01,P01_14,00:00:11.716,00:00:12.088,281184,290112,clang / clatter
P01_14_NC_4,P01,P01_14,00:00:12.904,00:00:13.283,309696,318792,put object on surface
P01_14_NC_5,P01,P01_14,00:00:13.771,00:00:14.068,330504,337632,drag / move / pull object
P01_14_NC_6,P01,P01_14,00:00:33.589,00:00:33.950,806136,814800,clang / clatter
P01_14_NC_7,P01,P01_14,00:00:34.672,00:00:35.130,832127,843120,clang / clatter
P01_14_NC_8,P01,P01_14,00:00:36.547,00:00:36.852,877127,884447,clang / clatter
P01_14_NC_9,P01,P01_14,00:00:37.839,00:00:38.214,908136,917136,clang / clatter
P01_14_NC_10,P01,P01_14,00:00:39.158,00:00:39.491,939792,947784,put object on surface
P01_14_NC_11,P01,P01_14,00:00:46.903,00:00:47.241,1125672,1133784,clang / clatter
P01_14_NC_12,P01,P01_14,00:00:49.035,00:00:49.417,1176840,1186008,put object on surface
P01_14_NC_13,P01,P01_14,00:00:50.564,00:00:50.976,1213536,1223424,clang / clatter
P01_14_NC_14,P01,P01_14,00:00:51.682,00:00:52.123,1240368,1250952,clang / clatter
P01_14_NC_15,P01,P01_14,00:00:59.276,00:01:03.684,1422624,1528416,clang / clatter
P01_14_NC_16,P01,P01_14,00:01:11.873,00:01:12.329,1724952,1735895,put object on surface
P01_14_NC_17,P01,P01_14,00:01:15.815,00:01:16.815,1819560,1843560,scrub / scrape / scour / wipe
P01_14_NC_18,P01,P01_14,00:01:17.007,00:01:20.873,1848168,1940952,clang / clatter
P01_14_NC_19,P01,P01_14,00:01:23.106,00:01:23.806,1994543,2011344,drag / move / pull object
P01_14_NC_20,P01,P01_14,00:01:24.990,00:01:25.440,2039759,2050560,clang / clatter
P01_14_NC_21,P01,P01_14,00:01:29.156,00:01:29.490,2139744,2147760,clang / clatter
P01_14_NC_22,P01,P01_14,00:01:32.290,00:01:32.956,2214960,2230944,clang / clatter
P01_14_NC_23,P01,P01_14,00:01:42.873,00:01:43.257,2468952,2478168,clang / clatter
P01_14_NC_24,P01,P01_14,00:01:45.892,00:01:46.796,2541408,2563104,put object on surface
P01_14_NC_25,P01,P01_14,00:01:47.276,00:01:48.296,2574624,2599104,clang / clatter
P01_14_NC_26,P01,P01_14,00:02:00.648,00:02:00.946,2895552,2902704,clang / clatter
P01_14_NC_27,P01,P01_14,00:02:02.339,00:02:03.172,2936136,2956128,clang / clatter
P01_14_NC_28,P01,P01_14,00:02:04.815,00:02:05.101,2995560,3002424,clang / clatter
P01_14_NC_29,P01,P01_14,00:02:05.898,00:02:06.601,3021552,3038424,clang / clatter
P01_14_NC_30,P01,P01_14,00:02:06.922,00:02:08.400,3046128,3081600,clang / clatter
P01_14_NC_31,P01,P01_14,00:02:11.070,00:02:12.083,3145680,3169992,clang / clatter
P01_14_NC_32,P01,P01_14,00:02:17.609,00:02:18.037,3302616,3312888,clang / clatter
P01_14_NC_33,P01,P01_14,00:02:26.291,00:02:27.255,3510984,3534120,drag / move / pull object
P01_14_NC_34,P01,P01_14,00:02:38.946,00:02:39.529,3814704,3828696,clang / clatter
P01_14_NC_35,P01,P01_14,00:02:40.101,00:02:40.327,3842424,3847848,clang / clatter
P01_14_NC_36,P01,P01_14,00:02:42.041,00:02:42.315,3888984,3895560,put object on surface
P01_14_NC_37,P01,P01_14,00:02:43.279,00:02:43.910,3918696,3933840,clang / clatter
P01_14_NC_38,P01,P01_14,00:02:46.243,00:02:47.711,3989832,4025064,clang / clatter
P01_14_NC_39,P01,P01_14,00:02:50.648,00:02:52.458,4095552,4138992,clang / clatter
P01_14_NC_40,P01,P01_14,00:02:53.541,00:02:55.624,4164984,4214976,clang / clatter
P01_14_NC_41,P01,P01_14,00:02:59.732,00:03:00.541,4313568,4332984,clang / clatter
P01_14_NC_42,P01,P01_14,00:03:05.351,00:03:05.898,4448424,4461552,clang / clatter
P01_14_NC_43,P01,P01_14,00:03:06.243,00:03:06.458,4469832,4474992,clang / clatter
P01_14_NC_44,P01,P01_14,00:03:07.550,00:03:07.887,4501200,4509288,clang / clatter
P01_14_NC_45,P01,P01_14,00:03:11.275,00:03:11.925,4590600,4606200,clang / clatter
P01_14_NC_46,P01,P01_14,00:03:17.337,00:03:18.187,4736088,4756488,clang / clatter
P01_14_NC_47,P01,P01_14,00:03:18.937,00:03:21.350,4774488,4832400,clang / clatter
P01_14_NC_48,P01,P01_14,00:03:23.562,00:03:23.875,4885488,4893000,put object on surface
P01_14_NC_49,P01,P01_14,00:03:27.600,00:03:28.200,4982400,4996800,clang / clatter
P01_14_NC_50,P01,P01_14,00:03:29.962,00:03:30.525,5039088,5052600,clang / clatter
P01_14_NC_51,P01,P01_14,00:03:31.287,00:03:32.162,5070888,5091888,clang / clatter
P01_14_NC_52,P01,P01_14,00:03:33.600,00:03:34.025,5126400,5136600,clang / clatter
P01_14_NC_53,P01,P01_14,00:03:35.300,00:03:35.887,5167200,5181288,clang / clatter
P01_14_NC_54,P01,P01_14,00:03:38.312,00:03:38.612,5239488,5246688,clang / clatter
P01_14_NC_55,P01,P01_14,00:03:43.312,00:03:43.575,5359488,5365800,clang / clatter
P01_14_NC_56,P01,P01_14,00:03:46.050,00:03:47.190,5425200,5452560,clang / clatter
P01_14_NC_57,P01,P01_14,00:03:51.912,00:03:52.462,5565888,5579088,clang / clatter
P01_14_NC_58,P01,P01_14,00:03:54.325,00:03:54.912,5623800,5637888,clang / clatter
P01_14_NC_59,P01,P01_14,00:04:04.272,00:04:04.559,5862528,5869416,clang / clatter
P01_14_NC_60,P01,P01_14,00:05:02.503,00:05:03.049,7260072,7273175,drag / move / pull object
P01_14_NC_61,P01,P01_14,00:05:10.466,00:05:11.355,7451184,7472520,cut / chop
P01_14_NC_62,P01,P01_14,00:05:27.123,00:05:27.512,7850952,7860288,clang / clatter
P01_14_NC_63,P01,P01_14,00:05:31.613,00:05:31.897,7958712,7965528,put object on surface
P01_14_NC_64,P01,P01_14,00:05:45.667,00:05:46.417,8296007,8314007,drag / move / pull object
P01_14_NC_65,P01,P01_14,00:05:56.462,00:05:57.262,8555088,8574288,clang / clatter
P01_14_NC_66,P01,P01_14,00:05:58.587,00:05:59.350,8606088,8624400,open / close drawer
P01_14_NC_67,P01,P01_14,00:06:01.837,00:06:03.487,8684088,8723688,scrub / scrape / scour / wipe
P01_14_NC_68,P01,P01_14,00:06:04.412,00:06:04.762,8745888,8754288,clang / clatter
P01_14_NC_69,P01,P01_14,00:06:23.520,00:06:23.745,9204480,9209880,clang / clatter
P01_14_NC_70,P01,P01_14,00:06:27.226,00:06:27.476,9293424,9299424,clang / clatter
P01_14_NC_71,P01,P01_14,00:06:33.309,00:06:33.559,9439416,9445416,clang / clatter
P01_14_NC_72,P01,P01_14,00:06:38.507,00:06:39.007,9564168,9576168,clang / clatter
P01_14_NC_73,P01,P01_14,00:06:40.145,00:06:40.382,9603480,9609168,clang / clatter
P01_14_NC_74,P01,P01_14,00:06:42.892,00:06:43.163,9669408,9675912,clang / clatter
P01_14_NC_75,P01,P01_14,00:06:46.475,00:06:46.705,9755400,9760920,clang / clatter
P01_14_NC_76,P01,P01_14,00:07:10.684,00:07:11.851,10336416,10364424,clang / clatter
P01_14_NC_77,P01,P01_14,00:07:16.070,00:07:17.082,10465680,10489968,clang / clatter
P01_14_NC_78,P01,P01_14,00:07:54.267,00:07:54.559,11382408,11389416,clang / clatter
P01_14_NC_79,P01,P01_14,00:08:10.427,00:08:10.740,11770248,11777760,clang / clatter
P01_14_NC_80,P01,P01_14,00:08:24.865,00:08:25.190,12116760,12124560,clang / clatter
P01_14_NC_81,P01,P01_14,00:08:30.215,00:08:31.965,12245160,12287160,clang / clatter
P01_14_NC_82,P01,P01_14,00:08:33.877,00:08:34.677,12333047,12352248,put object on surface
P01_14_NC_83,P01,P01_14,00:08:39.115,00:08:39.452,12458760,12466848,put object on surface
P01_14_NC_84,P01,P01_14,00:08:40.365,00:08:41.927,12488760,12526248,clang / clatter
P01_14_NC_85,P01,P01_14,00:08:45.475,00:08:45.850,12611400,12620400,clang / clatter
P01_14_NC_86,P01,P01_14,00:09:01.850,00:09:02.121,13004400,13010904,clang / clatter
P01_14_NC_87,P01,P01_14,00:09:09.912,00:09:10.391,13197888,13209384,clang / clatter
P01_14_NC_88,P01,P01_14,00:09:39.202,00:09:39.502,13900848,13908047,clang / clatter
P01_14_NC_89,P01,P01_14,00:09:42.204,00:09:42.412,13972895,13977888,clang / clatter
P01_14_NC_90,P01,P01_14,00:09:59.677,00:09:59.952,14392248,14398848,clang / clatter
P01_14_NC_91,P01,P01_14,00:10:16.127,00:10:16.427,14787047,14794248,clang / clatter
P01_14_NC_92,P01,P01_14,00:10:25.785,00:10:26.681,15018840,15040344,clang / clatter
P01_14_NC_93,P01,P01_14,00:10:27.951,00:10:28.535,15070824,15084840,clang / clatter
P01_14_NC_94,P01,P01_14,00:10:32.285,00:10:33.701,15174840,15208824,clang / clatter
P01_14_NC_95,P01,P01_14,00:10:40.451,00:10:41.222,15370824,15389328,clang / clatter
P01_14_NC_96,P01,P01_14,00:10:47.118,00:10:47.472,15530832,15539328,scrub / scrape / scour / wipe
P01_14_NC_97,P01,P01_14,00:10:48.118,00:10:48.472,15554832,15563328,clang / clatter
P01_14_NC_98,P01,P01_14,00:10:52.535,00:10:52.972,15660840,15671328,clang / clatter
P01_14_NC_99,P01,P01_14,00:10:59.701,00:11:00.118,15832824,15842832,clang / clatter
P01_14_NC_100,P01,P01_14,00:11:11.701,00:11:13.660,16120824,16167840,clang / clatter
P01_14_NC_101,P01,P01_14,00:11:19.160,00:11:19.368,16299840,16304832,clang / clatter
P01_14_NC_102,P01,P01_14,00:11:26.514,00:11:26.868,16476336,16484832,clang / clatter
P01_14_NC_103,P01,P01_14,00:11:31.076,00:11:31.826,16585824,16603824,clang / clatter
P01_14_NC_104,P01,P01_14,00:11:32.826,00:11:33.618,16627824,16646832,clang / clatter
P01_14_NC_105,P01,P01_14,00:11:42.931,00:11:44.660,16870344,16911840,clang / clatter
P01_14_NC_106,P01,P01_14,00:11:45.306,00:11:45.639,16927344,16935336,clang / clatter
P01_14_NC_107,P01,P01_14,00:11:48.368,00:11:48.847,17000832,17012328,clang / clatter
P01_14_NC_108,P01,P01_14,00:11:58.701,00:11:59.993,17248824,17279832,clang / clatter
P01_14_NC_109,P01,P01_14,00:12:00.451,00:12:01.451,17290824,17314824,clang / clatter
P01_14_NC_110,P01,P01_14,00:12:18.215,00:14:19.055,17717160,20617320,cooking sound
P01_14_NC_111,P01,P01_14,00:12:20.525,00:12:21.150,17772600,17787600,clang / clatter
P01_14_NC_112,P01,P01_14,00:12:30.350,00:12:31.192,18008400,18028608,clang / clatter
P01_14_NC_113,P01,P01_14,00:12:33.066,00:12:33.296,18073584,18079104,clang / clatter
P01_14_NC_114,P01,P01_14,00:12:35.879,00:12:36.712,18141096,18161088,clang / clatter
P01_14_NC_115,P01,P01_14,00:12:39.252,00:12:45.190,18222048,18364560,stir / mix / whisk food
P01_14_NC_116,P01,P01_14,00:12:49.337,00:12:49.629,18464088,18471096,clang / clatter
P01_14_NC_117,P01,P01_14,00:12:54.025,00:12:55.004,18576600,18600096,clang / clatter
P01_14_NC_118,P01,P01_14,00:12:56.941,00:12:57.941,18646584,18670584,clang / clatter
P01_14_NC_119,P01,P01_14,00:12:59.962,00:13:00.962,18719088,18743088,clang / clatter
P01_14_NC_120,P01,P01_14,00:13:06.691,00:13:07.358,18880584,18896592,clang / clatter
P01_14_NC_121,P01,P01_14,00:13:07.703,00:13:07.975,18904872,18911400,clang / clatter
P01_14_NC_122,P01,P01_14,00:13:10.066,00:13:10.366,18961584,18968784,put object on surface
P01_14_NC_123,P01,P01_14,00:13:10.952,00:13:44.602,18982848,19790448,stir / mix / whisk food
P01_14_NC_124,P01,P01_14,00:13:50.462,00:13:51.150,19931088,19947600,clang / clatter
P01_14_NC_125,P01,P01_14,00:13:56.671,00:13:56.900,20080104,20085600,clang / clatter
P01_14_NC_126,P01,P01_14,00:16:24.422,00:16:24.647,23626128,23631528,put object on surface
P01_14_NC_127,P01,P01_14,00:17:26.697,00:17:46.847,25120727,25604328,stir / mix / whisk food
P01_14_NC_128,P01,P01_14,00:17:58.388,00:17:58.992,25881311,25895808,open / close drawer
P01_14_NC_129,P01,P01_14,00:20:37.274,00:20:38.024,29694575,29712575,clang / clatter
P01_14_NC_130,P01,P01_14,00:20:40.093,00:20:40.384,29762232,29769216,clang / clatter
P01_14_NC_131,P01,P01_14,00:20:43.477,00:20:43.686,29843448,29848463,clang / clatter
P01_14_NC_132,P01,P01_14,00:20:45.509,00:20:45.856,29892216,29900544,clang / clatter
P01_14_NC_133,P01,P01_14,00:20:46.235,00:20:46.509,29909639,29916216,clang / clatter
P01_14_NC_134,P01,P01_14,00:20:52.009,00:20:52.315,30048216,30055560,clang / clatter
P01_14_NC_135,P01,P01_14,00:20:53.533,00:20:53.904,30084791,30093696,clang / clatter
P01_14_NC_136,P01,P01_14,00:21:35.186,00:21:35.557,31084463,31093368,clang / clatter
P01_14_NC_137,P01,P01_14,00:21:53.807,00:21:54.025,31531368,31536600,clang / clatter
P01_14_NC_138,P01,P01_14,00:22:07.388,00:22:07.622,31857311,31862928,clang / clatter
P01_14_NC_139,P01,P01_14,00:22:18.033,00:22:18.718,32112791,32129232,clang / clatter
P01_14_NC_140,P01,P01_14,00:22:20.227,00:22:20.654,32165448,32175696,clang / clatter
P01_14_NC_141,P01,P01_14,00:22:26.025,00:22:26.944,32304600,32326656,clang / clatter
P01_14_NC_142,P01,P01_14,00:22:27.283,00:22:27.718,32334791,32345232,clang / clatter
P01_14_NC_143,P01,P01_14,00:00:00.000,00:06:06.094,0,8786256,background  sound
P01_14_NC_144,P01,P01_14,00:20:41.267,00:20:42.428,29790408,29818272,clang / clatter
P01_14_NC_145,P01,P01_14,00:02:27.863,00:02:28.934,3548712,3574416,put object on surface
P01_14_NC_146,P01,P01_14,00:06:05.890,00:10:16.865,8781360,14804760,coocking sound
P01_14_NC_147,P01,P01_14,00:08:08.220,00:08:09.652,11717280,11751648,clang / clatter
P01_14_NC_148,P01,P01_14,00:14:18.937,00:22:32.677,20614488,32464247,back ground cokind sound
P01_15_NC_0,P01,P01_15,00:00:08.931,00:00:11.002,214343,264048,foot steps
P01_15_NC_1,P01,P01_15,00:00:14.981,00:00:15.419,359544,370056,clang / clatter
P01_15_NC_2,P01,P01_15,00:00:15.982,00:00:16.981,383568,407544,foot steps
P01_15_NC_3,P01,P01_15,00:00:20.424,00:00:21.484,490176,515616,foot steps
P01_15_NC_4,P01,P01_15,00:00:31.377,00:00:31.997,753048,767928,clang / clatter
P01_15_NC_5,P01,P01_15,00:01:24.961,00:01:25.601,2039064,2054424,clang / clatter
P01_15_NC_6,P01,P01_15,00:01:43.312,00:01:43.712,2479488,2489088,clang / clatter
P01_15_NC_7,P01,P01_15,00:01:45.086,00:01:45.966,2522064,2543184,clang / clatter
P01_15_NC_8,P01,P01_15,00:02:00.960,00:02:01.650,2903040,2919600,clang / clatter
P01_15_NC_9,P01,P01_15,00:02:09.546,00:02:10.671,3109104,3136104,clang / clatter
P01_15_NC_10,P01,P01_15,00:02:15.816,00:02:17.171,3259584,3292104,clang / clatter
P01_15_NC_11,P01,P01_15,00:03:06.046,00:03:06.858,4465104,4484592,clang / clatter
P01_15_NC_12,P01,P01_15,00:03:07.525,00:03:07.983,4500600,4511592,clang / clatter
P01_15_NC_13,P01,P01_15,00:03:22.761,00:03:27.629,4866264,4983096,clang / clatter
P01_15_NC_14,P01,P01_15,00:03:30.108,00:03:30.879,5042592,5061096,clang / clatter
P01_15_NC_15,P01,P01_15,00:04:09.509,00:04:14.196,5988216,6100704,clang / clatter
P01_15_NC_16,P01,P01_15,00:04:17.988,00:04:18.529,6191712,6204696,clang / clatter
P01_15_NC_17,P01,P01_15,00:04:23.613,00:04:24.050,6326712,6337200,clang / clatter
P01_15_NC_18,P01,P01_15,00:04:38.092,00:04:42.029,6674208,6768696,clang / clatter
P01_15_NC_19,P01,P01_15,00:04:43.029,00:04:44.550,6792696,6829200,clang / clatter
P01_15_NC_20,P01,P01_15,00:05:07.113,00:05:07.696,7370712,7384704,clang / clatter
P01_15_NC_21,P01,P01_15,00:05:17.717,00:05:25.675,7625208,7816200,scrub / scrape / scour / wipe
P01_15_NC_22,P01,P01_15,00:05:49.827,00:05:50.733,8395848,8417592,clang / clatter
P01_15_NC_23,P01,P01_15,00:05:56.399,00:05:59.503,8553576,8628072,scrub / scrape / scour / wipe
P01_15_NC_24,P01,P01_15,00:06:00.691,00:06:06.836,8656584,8804064,scrub / scrape / scour / wipe
P01_15_NC_25,P01,P01_15,00:06:26.649,00:06:30.259,9279576,9366216,scrub / scrape / scour / wipe
P01_15_NC_26,P01,P01_15,00:06:30.378,00:06:30.717,9369072,9377208,clang / clatter
P01_15_NC_27,P01,P01_15,00:06:30.711,00:06:33.711,9377064,9449064,scrub / scrape / scour / wipe
P01_15_NC_28,P01,P01_15,00:06:44.301,00:06:45.601,9703224,9734424,clang / clatter
P01_15_NC_29,P01,P01_15,00:06:48.051,00:06:48.791,9793224,9810984,clang / clatter
P01_15_NC_30,P01,P01_15,00:06:52.739,00:07:10.197,9905736,10324728,clang / clatter
P01_15_NC_31,P01,P01_15,00:07:27.510,00:07:28.656,10740240,10767744,clang / clatter
P01_15_NC_32,P01,P01_15,00:07:39.269,00:07:40.349,11022456,11048376,clang / clatter
P01_15_NC_33,P01,P01_15,00:07:47.879,00:07:48.339,11229096,11240136,clang / clatter
P01_15_NC_34,P01,P01_15,00:07:51.239,00:07:56.031,11309736,11424744,clang / clatter
P01_15_NC_35,P01,P01_15,00:08:19.197,00:08:20.572,11980728,12013728,clang / clatter
P01_15_NC_36,P01,P01_15,00:08:29.257,00:08:29.757,12222168,12234168,clang / clatter
